screen_id,gate_r2_logsize,n_sets_used,has_scores,before_rho2,before_r2_linear,source_id,C1_hypergeom_rho2,C1_hypergeom_top10,C1_hypergeom_r2_linear,C2_perm_z_rho2,C2_perm_z_top10,C2_perm_z_r2_linear,C3_camera_rho0_rho2,C3_camera_rho0_top10,C3_camera_rho0_r2_linear,C4_vif_rho01_rho2,C4_vif_rho01_top10,C4_vif_rho01_r2_linear,C4_vif_rho05_rho2,C4_vif_rho05_top10,C4_vif_rho05_r2_linear,C5_residual_rho2,C5_residual_top10,C5_residual_r2_linear
2221,0.7581,50,True,0.7248,0.7374,36731340,0.0002,7,0.0009,0.0,7,0.0045,0.0491,2,0.0315,0.1224,1,0.1036,0.1901,1,0.1673,0.0403,1,0.0
2222,0.1908,50,True,0.1185,0.1699,36731340,0.0154,8,0.0036,0.0,7,0.0019,0.0274,2,0.0519,0.0034,2,0.0149,0.0016,2,0.0012,0.0012,8,0.0
2223,0.1541,50,True,0.1347,0.1599,36731340,0.0296,8,0.0115,0.0006,7,0.0002,0.1222,5,0.0602,0.0346,5,0.0251,0.007,4,0.0077,0.0033,8,0.0
223,0.2455,50,True,0.1022,0.2105,29083409,0.0327,9,0.0284,0.0937,9,0.0022,0.0834,9,0.0507,0.0221,9,0.0245,0.0005,9,0.0098,0.024,9,0.0
224,0.252,50,True,0.1272,0.2158,29083409,0.0855,9,0.0302,0.1027,9,0.0023,0.1379,9,0.0668,0.0582,9,0.0375,0.0267,9,0.0197,0.0155,9,0.0
225,0.254,50,True,0.1168,0.2152,29083409,0.0892,9,0.0302,0.0981,9,0.0024,0.1381,9,0.0666,0.0765,9,0.039,0.0289,9,0.022,0.0178,9,0.0
226,0.2007,50,True,0.0878,0.1735,29083409,0.0719,9,0.0278,0.0888,9,0.0022,0.1363,9,0.0598,0.0554,9,0.0324,0.0178,9,0.0162,0.0171,9,0.0
227,0.271,50,True,0.1113,0.2251,29083409,0.0533,9,0.0298,0.0874,9,0.0028,0.1349,9,0.0654,0.0559,9,0.0353,0.0218,9,0.0173,0.0225,9,0.0
228,0.2219,50,True,0.0767,0.1915,29083409,0.0897,9,0.0311,0.1056,9,0.0012,0.1667,9,0.0664,0.091,9,0.0374,0.0408,9,0.0198,0.0166,9,0.0
229,0.2265,50,True,0.1154,0.2014,29083409,0.0754,9,0.0335,0.0923,9,0.0034,0.1514,9,0.0751,0.0754,9,0.042,0.0329,9,0.0218,0.0165,9,-0.0
230,0.2481,50,True,0.0923,0.2098,29083409,0.0422,9,0.0263,0.0882,9,0.0015,0.1393,9,0.0686,0.0628,9,0.0374,0.0114,9,0.0184,0.0129,9,-0.0
2309,0.6705,50,True,0.4836,0.6253,34320214,0.0091,8,0.0255,0.0001,8,0.0209,0.0069,3,0.0138,0.0015,3,0.0008,0.0084,3,0.0196,0.0241,4,0.0
2310,0.5556,50,True,0.3529,0.5254,34320214,0.022,5,0.0001,0.0481,5,0.004,0.0455,4,0.0333,0.0999,4,0.1086,0.1346,4,0.1824,0.0195,4,0.0
2311,0.0672,50,True,0.0353,0.058,34320214,0.0147,8,0.0219,0.0972,8,0.0009,0.0059,3,0.0068,0.003,3,0.0019,0.0174,3,0.0209,0.0925,8,0.0
2312,0.0316,50,True,0.0088,0.0213,34320214,0.0,7,0.0012,0.1342,7,0.0188,0.0146,1,0.0022,0.0586,1,0.0472,0.1057,2,0.1092,0.1264,7,-0.0
2313,0.0627,50,True,0.0358,0.0777,34320214,0.0022,6,0.0002,0.07,6,0.0127,0.0151,2,0.0163,0.001,1,0.0002,0.0006,1,0.0156,0.0387,8,0.0
2314,0.1061,50,True,0.0865,0.1027,34320214,0.0366,7,0.0432,0.0083,7,0.0088,0.01,4,0.0097,0.0044,4,0.0133,0.0237,3,0.0681,0.0074,7,0.0
2315,0.0727,50,True,0.0326,0.057,34320214,0.012,7,0.0177,0.1016,7,0.0,0.0002,2,0.0018,0.0204,2,0.0196,0.0475,2,0.0701,0.0967,7,0.0
2316,0.0695,50,True,0.0746,0.0663,34320214,0.0309,6,0.0248,0.0513,6,0.0039,0.0105,3,0.0002,0.0522,2,0.0195,0.1027,1,0.0525,0.0404,6,0.0
2317,0.2503,50,True,0.1491,0.2227,34320214,0.0088,9,0.01,0.0325,8,0.0001,0.1219,3,0.0665,0.0393,3,0.0195,0.006,3,0.0016,0.0095,9,0.0
2318,0.2854,50,True,0.0874,0.2341,34320214,0.0222,7,0.0153,0.0642,7,0.0002,0.093,7,0.0341,0.1569,5,0.1193,0.1905,5,0.2078,0.0255,7,0.0
2319,0.0583,50,True,0.056,0.0713,34921014,0.0126,7,0.006,0.0646,7,0.0007,0.0326,2,0.0129,0.1081,2,0.0963,0.1757,3,0.1767,0.0513,7,0.0
232,0.2097,50,True,0.1071,0.1775,29083409,0.1047,9,0.0277,0.1278,9,0.0017,0.1125,9,0.0615,0.0428,9,0.0319,0.0186,9,0.0148,0.0234,9,-0.0
2320,0.0404,50,True,0.0257,0.0471,34921014,0.0062,7,0.0011,0.1386,7,0.0043,0.0004,1,0.0028,0.0141,1,0.0184,0.0454,1,0.0649,0.1221,7,0.0
2321,0.1217,50,True,0.0537,0.1059,36409314,0.0096,7,0.0141,0.0061,6,0.002,0.0219,6,0.0651,0.0027,5,0.0266,0.0006,5,0.0083,0.0056,6,-0.0
2322,0.0204,50,True,0.0658,0.0273,10.1101/2024.05.08.593110,0.0065,8,0.0212,0.0235,8,0.0747,0.0356,5,0.0651,0.0002,4,0.0076,0.007,4,0.0027,0.0098,9,0.0
233,0.2008,50,True,0.1058,0.17,29083409,0.0836,9,0.03,0.1299,9,0.0013,0.1238,9,0.0704,0.0515,9,0.044,0.0117,9,0.0263,0.0181,9,0.0
234,0.2226,50,True,0.091,0.1851,29083409,0.0588,9,0.0303,0.0976,9,0.0025,0.125,9,0.0693,0.0552,9,0.0417,0.0239,9,0.024,0.0204,9,0.0
2345,0.3039,50,True,0.1092,0.2575,37163373,0.0234,7,0.0318,0.0639,7,0.0041,0.0562,6,0.0649,0.0135,6,0.0319,0.0026,6,0.0132,0.0179,6,-0.0
2346,0.3625,50,True,0.1449,0.3016,37163373,0.0039,9,0.0353,0.0292,8,0.0083,0.1036,7,0.0829,0.0542,7,0.0491,0.0313,7,0.0286,0.0111,8,0.0
2347,0.3979,50,True,0.3125,0.4179,37163373,0.0095,8,0.0372,0.0001,7,0.0393,0.0047,7,0.0451,0.0073,7,0.0222,0.0255,7,0.008,0.0271,6,0.0
2348,0.3959,50,True,0.2397,0.3752,37163373,0.0,8,0.0462,0.0157,8,0.0214,0.0355,8,0.0711,0.0055,7,0.0381,0.0004,7,0.0166,0.0125,7,0.0
235,0.1974,50,True,0.0884,0.1674,29083409,0.1001,9,0.029,0.1209,9,0.0014,0.1896,9,0.0808,0.1172,9,0.0519,0.0862,9,0.0333,0.0162,9,0.0
2350,0.4445,50,True,0.2987,0.4242,31462500,0.0391,9,0.0209,0.0461,9,0.0011,0.1128,7,0.0637,0.0519,7,0.0394,0.0175,7,0.0246,0.0076,8,0.0
2351,0.4713,50,True,0.2768,0.4189,31462500,0.0375,9,0.0351,0.0535,9,0.0045,0.0806,7,0.0478,0.0326,7,0.0247,0.0087,7,0.0117,0.015,8,0.0
2352,0.3572,50,True,0.2741,0.3437,31462500,0.0939,9,0.0178,0.1094,9,0.0011,0.1119,7,0.0557,0.0394,7,0.0285,0.014,7,0.0132,0.0106,9,0.0
2353,0.4807,50,True,0.3106,0.4502,31462500,0.0228,7,0.0313,0.0315,7,0.0054,0.0614,5,0.0458,0.0252,5,0.0226,0.0013,5,0.0101,0.0119,7,0.0
2354,0.6559,50,True,0.4495,0.5776,31462500,0.0081,5,0.007,0.0165,5,0.0122,0.0332,4,0.0167,0.0045,4,0.0037,0.0002,3,0.0339,0.0193,4,0.0
2355,0.6211,50,True,0.5071,0.6298,31462500,0.0004,9,0.042,0.0,9,0.0101,0.0078,4,0.0104,0.0487,4,0.0017,0.083,4,0.023,0.0029,6,0.0
2356,0.612,50,True,0.4525,0.6247,31462500,0.0082,8,0.0524,0.0028,7,0.0284,0.0591,5,0.0691,0.0134,5,0.0177,0.0023,5,0.0006,0.0051,5,0.0
2357,0.6884,50,True,0.5875,0.6571,31462500,0.0354,6,0.0227,0.024,6,0.0182,0.0001,3,0.0013,0.0118,3,0.0121,0.0328,3,0.0441,0.0021,5,0.0
2358,0.443,50,True,0.3889,0.4716,36273494,0.0018,6,0.0262,0.0146,6,0.0393,0.0008,5,0.0042,0.0057,5,0.037,0.0234,3,0.0809,0.0,6,-0.0
236,0.2131,50,True,0.0618,0.1703,29083409,0.0824,9,0.0294,0.103,9,0.001,0.1325,9,0.0699,0.0633,9,0.0386,0.0269,9,0.0196,0.0166,9,0.0
2360,0.5268,50,True,0.4202,0.5036,39316623,0.0329,8,0.0457,0.019,8,0.0361,0.0307,6,0.0524,0.0043,6,0.026,0.0001,5,0.0097,0.0018,5,0.0
2361,0.4643,50,True,0.3102,0.399,39316623,0.0002,6,0.0004,0.0033,6,0.0033,0.0,5,0.0088,0.0103,4,0.0,0.0367,4,0.0057,0.0028,6,-0.0
237,0.2549,50,True,0.0977,0.2056,29083409,0.035,9,0.031,0.0877,9,0.0035,0.108,9,0.0648,0.0501,9,0.036,0.0221,9,0.0184,0.0164,9,0.0
2374,0.192,50,True,0.145,0.1999,32028983,0.0092,9,0.0326,0.009,9,0.0166,0.1826,7,0.0623,0.0987,7,0.0312,0.0557,7,0.0139,0.0111,8,0.0
238,0.2407,50,True,0.1178,0.2021,29083409,0.0372,9,0.0308,0.0685,9,0.0053,0.1239,9,0.0619,0.0533,9,0.0343,0.0168,9,0.0177,0.0149,9,0.0
239,0.2229,50,True,0.1037,0.1823,29083409,0.0537,9,0.0295,0.1232,9,0.0018,0.0938,9,0.0638,0.0506,9,0.0383,0.0149,9,0.0217,0.0282,9,0.0
24,0.3116,50,True,0.1826,0.2609,28474669,0.0052,7,0.0009,0.0091,7,0.0098,0.0387,7,0.0082,0.007,7,0.0002,0.0002,7,0.0011,0.0006,7,0.0
240,0.22,50,True,0.1065,0.185,29083409,0.1085,9,0.0304,0.1256,9,0.0011,0.1503,9,0.0716,0.0678,9,0.0434,0.0306,9,0.0253,0.0138,9,-0.0
2402,0.7469,50,True,0.6356,0.7641,36977592,0.0436,6,0.0452,0.03,6,0.0364,0.0015,0,0.0257,0.0057,0,0.001,0.0234,0,0.005,0.0024,2,0.0
2404,0.1201,50,True,0.0968,0.0979,36417855,0.0303,8,0.0039,0.0124,8,0.0009,0.0059,3,0.025,0.0002,3,0.0049,0.0058,3,0.0,0.0092,8,0.0
2405,0.3781,50,True,0.2401,0.3763,36744886,0.0381,8,0.0716,0.0157,7,0.0356,0.0029,3,0.0166,0.0084,2,0.0007,0.0261,2,0.0204,0.0085,5,0.0
241,0.2074,50,True,0.1081,0.18,29083409,0.0972,9,0.0256,0.1141,9,0.0006,0.1597,9,0.0685,0.0761,9,0.0392,0.0285,9,0.0214,0.0142,8,-0.0
2419,0.8111,50,True,0.5339,0.7485,36920785,0.0127,6,0.0018,0.0276,6,0.0022,0.0761,4,0.0654,0.0198,3,0.0148,0.0009,3,0.0,0.0147,5,0.0
242,0.2218,50,True,0.0853,0.1845,29083409,0.079,9,0.0308,0.1098,9,0.0015,0.1479,9,0.0755,0.0647,9,0.0442,0.025,9,0.0247,0.0181,9,0.0
2420,0.7435,50,True,0.5627,0.7181,36920785,0.0271,6,0.002,0.0466,6,0.0229,0.0321,2,0.0243,0.0804,2,0.1043,0.124,2,0.1887,0.0111,4,0.0
2421,0.3017,50,True,0.4062,0.3329,35113687,0.0197,9,0.0197,0.01,9,0.0064,0.0482,2,0.0676,0.0116,1,0.0228,0.0,1,0.0043,0.0013,8,-0.0
2422,0.5061,50,True,0.5521,0.5263,35113687,0.1112,8,0.0786,0.0921,8,0.0614,0.0049,3,0.0107,0.0036,1,0.0063,0.0211,1,0.0426,0.0043,6,-0.0
