gene_symbol,rank,average_rank,reversal_score_wilcoxon,reversal_score_cosine,reversal_effect_size,q_value,rpe1_rank,rpe1_covered,depmap_gene_effect,depmap_n_cell_lines,is_essential,tier,tier_label
ITGA5,6899,7725.666666666667,-1.0582826787455022,-0.0124290766032685,-0.0100931333736236,0.6090064556123126,,False,-0.0956101195367055,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DCLRE1C,6900,7726.0,-0.6111678868475598,-0.0161086734219774,-0.0116001390495886,0.7977440630651522,,False,-0.0065096598431412,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TRMU,6901,7729.333333333333,-0.8733139826591458,-0.0130868266527224,-0.0116536558653911,0.6879844222684489,,False,0.1199228708271005,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RUFY2,6902,7729.666666666667,-0.6963493015329382,-0.016085210572712,-0.0105882338410978,0.7632115673146949,,False,0.0312628716663659,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
EDC4,6903,7733.0,-0.4349571862844114,-0.0251239608973783,-0.006926587860078,0.8663497327274914,1112.0,True,-0.405484161186621,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
AMN1,6904,7733.0,-0.8545600497963156,-0.0154845906483269,-0.0093380362376445,0.6959056297924847,,False,0.1043164898730326,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DYNLL2,6905,7739.0,-1.355073890406491,-0.0145471878530694,-0.0055585237774153,0.48099872719452325,1474.0,True,0.062829597148602,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PSMB3,6906,7743.333333333333,-0.9144441033302748,-0.0076835123603713,-0.0201380674314162,0.6713521345070548,1521.0,True,-2.6827928910215824,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
EIF2S1,6907,7744.666666666667,1.6255745419794,-0.0407597389687586,-0.0780996742905283,0.37361547377162657,1558.0,True,-1.8094901779770116,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
DPYSL2,6908,7747.0,-0.9988353706921976,-0.0117632965721338,-0.011904570912258,0.6351571160657663,,False,0.0143638059406525,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ATG7,6909,7747.0,-0.9087770270446224,-0.0163589878274562,-0.0078421815107373,0.6739000148601936,,False,0.0803183711633115,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GRTP1,6910,7747.333333333333,-0.8830423444122726,-0.0165674158947614,-0.0079206986112263,0.6841740587344228,,False,0.0260899898375412,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
C4orf36,6911,7747.666666666667,-0.8323007089217415,-0.0125297423980708,-0.0135010649035333,0.38476494508947445,,False,0.094726366535467,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GAD1,6912,7747.666666666667,-1.0175030988755476,-0.0130417085095108,-0.0102523666377692,0.6266226306698869,,False,-0.0141798898328738,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
AIMP1,6913,7748.0,-1.1418866598255957,-0.0140066792879685,-0.0080511301724931,0.5697575905113529,,False,-0.0370536865653259,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SRSF6,6914,7748.0,-0.916079960402422,-0.0105754618562977,-0.0149634136542519,0.24792647110464291,362.0,True,-0.5302437679651113,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
SF3B4,6915,7751.666666666667,-0.769530647953479,-0.0138557637040531,-0.0126757966914734,0.7328883256408352,1760.0,True,-1.84426663930308,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
ACBD6,6916,7751.666666666667,-0.4018950285464452,-0.0249440557185729,-0.0076938833742666,0.877427829115799,,False,0.0807588755515467,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FBXO21,6917,7752.333333333333,-0.9475702090412554,-0.0162019626371832,-0.0076584089880464,0.6576072033853769,,False,-0.0647833389115872,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF382,6918,7752.333333333333,-0.7085291296191258,-0.0194925369823844,-0.0077380985677389,0.7588969372352279,,False,-0.1270282421399371,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZFHX4,6919,7752.666666666667,-0.9780109328356364,-0.0146313753095615,-0.0091821079196212,0.6433305733272019,,False,-0.0924186650326651,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FAR2,6920,7754.0,-0.7545974979947503,-0.0142730822683314,-0.0123758155894924,0.7402747532704501,,False,-0.2580392685586763,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CYBA,6921,7754.333333333333,-0.4572202975854854,-0.0173486142048467,-0.01305011182424,0.8566603370386812,,False,-0.0283679632829714,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SRXN1,6922,7755.333333333333,-0.665173644366166,-0.0173794716485905,-0.0099789080195616,0.7764752894700702,,False,0.0795719056040967,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SERF2,6923,7755.666666666667,-0.930101592449398,-0.0160505300845712,-0.0079535154815127,0.4374095131826547,1495.0,True,-0.2487677406404049,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PTTG1IP,6924,7757.0,-1.1493064401171205,-0.0104705576549601,-0.0120704339631022,0.5655497916460507,,False,0.0791385783925849,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
E2F5,6925,7757.333333333333,-0.2253393116882743,-0.0219376551882457,-0.0123100941525033,0.9357472529578482,,False,0.0567465396277107,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TAC3,6926,7759.0,-0.9001887774158496,-0.0135617538901175,-0.0112877564685269,0.6775988315184991,,False,-0.1842173926686135,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CEP68,6927,7765.666666666667,-0.91724842973967,-0.0124621062802614,-0.0123050540276394,0.6705583453327387,1154.0,True,-0.1617048941265725,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SEPHS2,6928,7767.666666666667,-1.0259745015705954,-0.0145427812110479,-0.0089635187870847,0.6232034794693047,2064.0,True,-0.6955251739881219,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
CDK4,6929,7769.0,-0.9534125557274954,-0.0136280156227389,-0.0106906707602303,0.6545968951751236,,False,-0.7646340121732355,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
CMTM3,6930,7770.666666666667,-0.6231446975543518,-0.0167042738021912,-0.0114669512018491,0.7924286083475278,,False,-0.0479595106404542,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MMACHC,6931,7771.333333333333,-0.917657394007707,-0.016851484084377,-0.007626625290724,0.6704316697807429,,False,-0.0479634311654039,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
WSB1,6932,7772.0,-1.06967525478367,-0.0119249223324749,-0.0112342717837522,0.6047684745533052,,False,0.0307021873961362,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CPAMD8,6933,7773.0,-1.265218598372121,-0.0149594737856311,-0.0064662533760495,0.5167430692253928,92.0,True,-0.3376862375528691,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DYNLT3,6934,7773.333333333333,-1.0950310394019511,-0.0111104359579293,-0.0118893013448119,0.5926914682429797,,False,-0.0919186153202787,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ABHD13,6935,7777.0,-1.1018081615579898,-0.0121308949470828,-0.0107244627286455,0.5894709747693634,,False,-0.1000897653358034,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CCDC93,6936,7777.666666666667,-0.5435135122209014,-0.0245982617591527,-0.0064972987798663,0.8247504111088395,,False,-0.1362201882288626,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DOT1L,6937,7778.666666666667,-0.6861251948320183,-0.0165070777337365,-0.0109470209728967,0.7678036628032763,,False,-0.1744273689346553,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GCOM1,6938,7780.333333333333,-0.8509377948508469,-0.0150523570687882,-0.0106343739414366,0.6971172739655089,936.0,True,,,False,T3_no_fitness_data,No fitness data available for this gene
LRP5,6939,7781.333333333333,-0.732162886719589,-0.0250812344990141,-0.0040902399305253,0.7498983883383252,1972.0,True,-0.1633575914126386,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PPM1F,6940,7781.666666666667,-0.7426791107548208,-0.0158462041078531,-0.0109303044468891,0.7455026755015599,,False,-0.044236459797763,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
YKT6,6941,7782.0,-1.148663781981634,-0.0105655102582201,-0.0123145282245641,0.5656070948984669,2285.0,True,-1.3005674622773415,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
P2RY1,6942,7782.666666666667,-0.6255984831625725,-0.0126194045602058,-0.0172848330156849,0.7917064272482247,,False,0.0569708915853117,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TTLL12,6943,7783.333333333333,-0.8766441202703026,-0.0177351878677925,-0.0075917427199364,0.686920190492283,,False,-0.0212358522652551,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ERCC4,6944,7784.333333333333,-1.1300266960525287,-0.0145062276126924,-0.0081688517177008,0.5507996469648576,,False,-0.2751946099786015,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KARS,6945,7785.0,0.0198639787332157,-0.0213529873455404,-0.0178288444464194,0.9931550819917083,1707.0,True,,,False,T3_no_fitness_data,No fitness data available for this gene
PAM16,6946,7786.0,1.1847110610357343,-0.0313139332451868,-0.0600211482449667,0.5516659873222284,1999.0,True,-1.373402616127768,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
THAP3,6947,7786.666666666667,-0.7518515950522175,-0.0150303198148767,-0.0119333627424078,0.7417947554802249,,False,-0.0864220850022026,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZXDA,6948,7787.0,-0.9844354166314294,-0.0149389393733822,-0.00929100110941,0.6403607782678671,,False,0.0407625404274158,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FPGT,6949,7788.333333333333,-1.1637617247752046,-0.0099320310972096,-0.0132304345532645,0.5595865504632768,,False,0.0654573086902298,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
STK38L,6950,7791.333333333333,-0.6162240987063801,-0.0268524858537515,-0.0047612688726324,0.7949871023497627,,False,0.0558268679270923,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NAGPA,6951,7792.0,-0.7546559214616126,-0.0184654669028619,-0.0083809115090308,0.7402747532704501,,False,-0.1607745216113683,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NAIF1,6952,7795.333333333333,-0.9201696030827902,-0.0143222253363396,-0.0108424146803849,0.6693752953932829,,False,0.0654944412534257,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MCM9,6953,7798.333333333333,-0.7938580677262826,-0.0160462137257129,-0.0103128187501512,0.7224836943762677,,False,-0.1046513118195127,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NOM1,6954,7798.333333333333,0.0059591936199647,-0.0348462783195649,-0.0097333217245882,0.9981711676843922,2250.0,True,-0.7296940661974081,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
TAOK1,6955,7799.0,-0.8682311410421171,-0.0160148603360893,-0.0093979715103753,0.6906835119205676,,False,0.0989143789932271,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TAFA2,6956,7799.0,-0.3204332629747061,-0.0192230645247004,-0.0142774775901779,0.22576468827199908,,False,0.0934184618278274,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF124,6957,7799.333333333333,-1.0332774349283953,-0.0107524464077521,-0.0139103107965483,0.6203039039989188,,False,-0.0904755797434643,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TMEM245,6958,7799.666666666667,-0.5818977299494977,-0.0196327567399732,-0.0099004595316709,0.8090729925130233,,False,0.0139929113910733,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF451,6959,7800.0,-1.0566000536782658,-0.0142105763450917,-0.0094318881249718,0.6093143426231991,,False,0.0211278452670621,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF696,6960,7802.666666666667,-1.153828527345281,-0.0113770735374767,-0.0114725280134142,0.5641948426577779,,False,-0.0859022200458978,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DAB2,6961,7804.0,-0.8571639063884613,-0.0123212683964296,-0.0142643640281182,0.6953506301099448,,False,0.0185567252127838,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TEF,6962,7805.0,-0.7192513005429987,-0.0158105985514639,-0.0116191617089901,0.5655028631673927,,False,-0.094413707550469,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PPP1CC,6963,7806.0,-0.907842251574824,-0.0197144612786039,-0.006051142949014,0.6742064719928679,,False,-0.1910405758338369,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
